Nom gare;Code Gare;Type jour;Annee;Date;Ligne;Axe;Tranche horaire;Montants;COVID
EGLY;87545475;JOB;2017;2017-04-25;C;C;Après 20h;13;Avant COVID
ENGHIEN LES BAINS;87276022;JOB;2021;2021-10-06;H;H;Avant 6h;171;Après COVID
GISORS;87381244;DIM;2021;2021-10-10;J;J6;De 6h à 10h;26;Après COVID
JOUY SUR MORIN CHAMPGOULIN;87430918;JOB;2019;2019-05-14;P;P;Après 20h;0;Avant COVID
HERBLAY;87381889;JOB;2021;2021-10-06;J;J6;De 10h à 16h;1008;Après COVID
EGLY;87545475;JOB;2017;2017-04-25;C;C;De 6h à 10h;520;Avant COVID
ENGHIEN LES BAINS;87276022;SAM;2021;2021-10-09;H;H;De 10h à 16h;2723;Après COVID
GISORS;87381244;JOB;2021;2021-10-06;J;J6;De 6h à 10h;431;Après COVID
JOUY SUR MORIN CHAMPGOULIN;87430918;JOB;2019;2019-05-14;P;P;De 10h à 16h;1;Avant COVID
HERBLAY;87381889;SAM;2021;2021-10-09;J;J6;De 10h à 16h;1278;Après COVID
EGLY;87545475;SAM;2017;2017-04-22;C;C;De 16h à 20h;72;Avant COVID
ENGHIEN LES BAINS;87276022;SAM;2021;2021-10-09;H;H;De 6h à 10h;1047;Après COVID
GISORS;87381244;SAM;2021;2021-10-09;J;J6;Avant 6h;16;Après COVID
JOUY SUR MORIN CHAMPGOULIN;87430918;JOB;2019;2019-05-14;P;P;De 6h à 10h;2;Avant COVID
HERICY;87682435;DIM;2017;2017-03-12;R;R;De 10h à 16h;21;Avant COVID
EMERAINVILLE PONTAULT COMBAULT;87116046;DIM;2016;2016-10-02;E;E;Avant 6h;17;Avant COVID
EPINAY SUR ORGE;87545228;JOB;2017;2017-04-25;C;C;De 10h à 16h;1137;Avant COVID
GOUSSAINVILLE;87276246;JOB;2019;2019-03-26;D;D;Avant 6h;473;Avant COVID
JOUY SUR MORIN EUSTACHE;87430900;SAM;2019;2019-05-11;P;P;De 10h à 16h;2;Avant COVID
HERICY;87682435;JOB;2017;2017-03-07;R;R;Après 20h;4;Avant COVID
EMERAINVILLE PONTAULT COMBAULT;87116046;JOB;2016;2016-10-04;E;E;Après 20h;230;Avant COVID
EPINAY SUR ORGE;87545228;SAM;2017;2017-04-22;C;C;De 10h à 16h;1019;Avant COVID
GOUSSAINVILLE;87276246;SAM;2019;2019-03-23;D;D;De 16h à 20h;1267;Avant COVID
JOUY SUR MORIN MONUMENT;87430884;JOB;2019;2019-05-14;P;P;Avant 6h;4;Avant COVID
HERICY;87682435;SAM;2017;2017-03-11;R;R;De 16h à 20h;16;Avant COVID
EMERAINVILLE PONTAULT COMBAULT;87116046;JOB;2016;2016-10-04;E;E;De 10h à 16h;1514;Avant COVID
EPINAY SUR ORGE;87545228;SAM;2017;2017-04-22;C;C;De 6h à 10h;522;Avant COVID
GRAND BOURG;87681353;JOB;2019;2019-03-26;D;D;Avant 6h;30;Avant COVID
JOUY SUR MORIN MONUMENT;87430884;SAM;2019;2019-05-11;P;P;De 10h à 16h;15;Avant COVID
HERICY;87682435;SAM;2017;2017-03-11;R;R;De 6h à 10h;7;Avant COVID
ENGHIEN LES BAINS;87276022;DIM;2021;2021-10-10;H;H;Après 20h;429;Après COVID
EPINAY SUR SEINE;87271148;DIM;2017;2017-04-23;C;C;Avant 6h;50;Avant COVID
GRAND BOURG;87681353;JOB;2019;2019-03-26;D;D;De 16h à 20h;174;Avant COVID
JUVISY;87545244;DIM;2017;2017-04-23;C;C;De 16h à 20h;3656;Avant COVID
HOUDAN;87393462;DIM;2018;2018-10-14;N;N;De 10h à 16h;167;Avant COVID
ENGHIEN LES BAINS;87276022;DIM;2021;2021-10-10;H;H;De 10h à 16h;1861;Après COVID
EPINAY SUR SEINE;87271148;DIM;2017;2017-04-23;C;C;De 6h à 10h;292;Avant COVID
GRAVIGNY BALIZY;87393645;JOB;2017;2017-04-25;C;C;De 6h à 10h;629;Avant COVID
JUVISY;87545244;DIM;2019;2019-03-24;D;D;De 16h à 20h;5331;Avant COVID
HOUDAN;87393462;SAM;2018;2018-10-20;N;N;Après 20h;20;Avant COVID
ENGHIEN LES BAINS;87276022;DIM;2021;2021-10-10;H;H;De 16h à 20h;1391;Après COVID
EPINAY SUR SEINE;87271148;SAM;2017;2017-04-22;C;C;De 6h à 10h;686;Avant COVID
GRAVIGNY BALIZY;87393645;SAM;2017;2017-04-22;C;C;De 10h à 16h;168;Avant COVID
JUVISY;87545244;JOB;2017;2017-04-25;C;C;De 6h à 10h;21489;Avant COVID
HOUDAN;87393462;SAM;2018;2018-10-20;N;N;De 10h à 16h;220;Avant COVID
EPINAY SUR ORGE;87545228;SAM;2017;2017-04-22;C;C;De 16h à 20h;697;Avant COVID
EPINAY TRAM 11 EXPRESS;87697292;DIM;2021;2021-11-21;T11;T11;De 10h à 16h;882;Après COVID
GRETZ ARMAINVILLIERS;87116012;DIM;2016;2016-10-02;E;E;De 16h à 20h;181;Avant COVID
JUVISY;87545244;JOB;2019;2019-03-26;D;D;De 16h à 20h;14804;Avant COVID
HOUILLES CARRIERES SUR SEINE;87386409;DIM;2014;2014-05-18;A;A;Avant 6h;47;Avant COVID
EPINAY SUR SEINE;87271148;DIM;2017;2017-04-23;C;C;Après 20h;152;Avant COVID
EPINAY TRAM 11 EXPRESS;87697292;SAM;2021;2021-11-20;T11;T11;Avant 6h;56;Après COVID
GRETZ ARMAINVILLIERS;87116012;JOB;2016;2016-10-04;E;E;Avant 6h;96;Avant COVID
JUVISY;87545244;SAM;2017;2017-04-22;C;C;De 6h à 10h;3704;Avant COVID
HOUILLES CARRIERES SUR SEINE;87386409;DIM;2021;2021-10-10;L;L3;Après 20h;126;Après COVID
EPINAY SUR SEINE;87271148;SAM;2017;2017-04-22;C;C;Après 20h;239;Avant COVID
EPINAY TRAM 11 EXPRESS;87697292;SAM;2021;2021-11-20;T11;T11;De 16h à 20h;987;Après COVID
GRIGNY CENTRE;87681379;DIM;2019;2019-03-24;D;D;De 16h à 20h;1694;Avant COVID
JUVISY;87545244;SAM;2019;2019-03-23;D;D;De 10h à 16h;17686;Avant COVID
HOUILLES CARRIERES SUR SEINE;87386409;DIM;2021;2021-10-10;L;L3;Avant 6h;23;Après COVID
EPINAY SUR SEINE;87271148;SAM;2017;2017-04-22;C;C;Avant 6h;75;Avant COVID
EPINAY VILLETANEUSE;87271122;DIM;2021;2021-10-10;H;H;De 10h à 16h;3007;Après COVID
GRIGNY CENTRE;87681379;JOB;2019;2019-03-26;D;D;Après 20h;580;Avant COVID
JUZIERS;87381558;DIM;2021;2021-10-10;J;J6;De 10h à 16h;92;Après COVID
HOUILLES CARRIERES SUR SEINE;87386409;DIM;2021;2021-12-05;J;J5;De 6h à 10h;67;Après COVID
EPINAY SUR SEINE;87271148;SAM;2017;2017-04-22;C;C;De 10h à 16h;1191;Avant COVID
EPINAY VILLETANEUSE;87271122;JOB;2021;2021-10-06;H;H;De 16h à 20h;4889;Après COVID
GROS NOYER SAINT-PRIX;87276592;DIM;2021;2021-10-10;H;H;De 6h à 10h;174;Après COVID
JUZIERS;87381558;JOB;2021;2021-10-06;J;J6;De 6h à 10h;298;Après COVID
HOUILLES CARRIERES SUR SEINE;87386409;JOB;2018;2018-03-27;A;A;De 16h à 20h;3163;Avant COVID
EPINAY TRAM 11 EXPRESS;87697292;DIM;2021;2021-11-21;T11;T11;De 6h à 10h;348;Après COVID
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;DIM;2021;2021-11-21;T11;T11;De 16h à 20h;665;Après COVID
GROS NOYER SAINT-PRIX;87276592;JOB;2021;2021-10-06;H;H;De 6h à 10h;1340;Après COVID
L'ABBAYE;87113886;DIM;2021;2021-09-12;T4;T4;Après 20h;55;Après COVID
HOUILLES CARRIERES SUR SEINE;87386409;JOB;2021;2021-10-06;L;L3;De 10h à 16h;225;Après COVID
EPINAY TRAM 11 EXPRESS;87697292;JOB;2021;2021-11-23;T11;T11;Avant 6h;111;Après COVID
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;JOB;2021;2021-11-23;T11;T11;De 16h à 20h;1743;Après COVID
GROS NOYER SAINT-PRIX;87276592;SAM;2021;2021-10-09;H;H;Avant 6h;27;Après COVID
L'ABBAYE;87113886;DIM;2021;2021-09-12;T4;T4;De 10h à 16h;323;Après COVID
HOUILLES CARRIERES SUR SEINE;87386409;JOB;2021;2021-10-06;L;L3;De 6h à 10h;1882;Après COVID
EPINAY TRAM 11 EXPRESS;87697292;JOB;2021;2021-11-23;T11;T11;De 10h à 16h;1212;Après COVID
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;JOB;2021;2021-11-23;T11;T11;De 6h à 10h;2121;Après COVID
GROSLAY;87276360;JOB;2021;2021-10-06;H;H;De 16h à 20h;420;Après COVID
L'ABBAYE;87113886;SAM;2021;2021-09-11;T4;T4;De 16h à 20h;171;Après COVID
HOUILLES CARRIERES SUR SEINE;87386409;JOB;2021;2021-12-07;J;J5;Avant 6h;31;Après COVID
EPINAY TRAM 11 EXPRESS;87697292;JOB;2021;2021-11-23;T11;T11;De 6h à 10h;1759;Après COVID
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;SAM;2021;2021-11-20;T11;T11;De 16h à 20h;1209;Après COVID
GROSLAY;87276360;JOB;2021;2021-10-06;H;H;De 6h à 10h;1154;Après COVID
L'ABBAYE;87113886;SAM;2021;2021-09-18;T4;T4;De 6h à 10h;184;Après COVID
HOUILLES CARRIERES SUR SEINE;87386409;SAM;2014;2014-05-17;A;A;Après 20h;678;Avant COVID
EPINAY VILLETANEUSE;87271122;JOB;2021;2021-10-06;H;H;De 6h à 10h;6613;Après COVID
EPLUCHES;87276147;JOB;2021;2021-10-06;H;H;De 16h à 20h;38;Après COVID
GROSLAY;87276360;SAM;2021;2021-10-09;H;H;Après 20h;89;Après COVID
L'ETANG LA VILLE;87382473;DIM;2021;2021-10-10;L;L2;Avant 6h;5;Après COVID
HOUILLES CARRIERES SUR SEINE;87386409;SAM;2021;2021-10-09;L;L3;De 16h à 20h;421;Après COVID
EPINAY VILLETANEUSE;87271122;SAM;2021;2021-10-09;H;H;De 6h à 10h;2389;Après COVID
EPLUCHES;87276147;JOB;2021;2021-10-06;H;H;De 6h à 10h;17;Après COVID
GROSLAY;87276360;SAM;2021;2021-10-09;H;H;De 6h à 10h;295;Après COVID
L'ETANG LA VILLE;87382473;JOB;2021;2021-10-06;L;L2;De 10h à 16h;170;Après COVID
HOUILLES CARRIERES SUR SEINE;87386409;SAM;2021;2021-10-09;L;L3;De 6h à 10h;341;Après COVID
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;DIM;2021;2021-11-21;T11;T11;Après 20h;346;Après COVID
EPLUCHES;87276147;SAM;2021;2021-10-09;H;H;De 16h à 20h;34;Après COVID
GUERARD LA CELLE SUR MORIN;87116269;SAM;2019;2019-03-15;P;P;De 16h à 20h;19;Avant COVID
L'ETANG LA VILLE;87382473;SAM;2021;2021-10-09;L;L2;Après 20h;34;Après COVID
HÔPITAL DE MONTFERMEIL;87704338;DIM;2021;2021-09-12;T4;T4;De 10h à 16h;287;Après COVID
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;SAM;2021;2021-11-20;T11;T11;De 6h à 10h;508;Après COVID
EPONE MEZIERES;87386763;DIM;2018;2018-10-14;N;N;Après 20h;19;Avant COVID
GUILLERVAL;87545129;DIM;2017;2017-04-23;C;C;Après 20h;5;Avant COVID
L'ETANG LA VILLE;87382473;SAM;2021;2021-10-09;L;L2;De 16h à 20h;110;Après COVID
HÔPITAL DE MONTFERMEIL;87704338;JOB;2021;2021-09-21;T4;T4;De 16h à 20h;354;Après COVID
EPLUCHES;87276147;DIM;2021;2021-10-10;H;H;Après 20h;1;Après COVID
EPONE MEZIERES;87386763;DIM;2018;2018-10-14;N;N;De 16h à 20h;52;Avant COVID
GUILLERVAL;87545129;DIM;2017;2017-04-23;C;C;De 10h à 16h;3;Avant COVID
L'ISLE ADAM PARMAIN;87276527;JOB;2021;2021-10-06;H;H;De 10h à 16h;316;Après COVID
HÔPITAL DE MONTFERMEIL;87704338;SAM;2021;2021-09-18;T4;T4;De 10h à 16h;38;Après COVID
EPLUCHES;87276147;DIM;2021;2021-10-10;H;H;De 6h à 10h;6;Après COVID
EPONE MEZIERES;87386763;DIM;2021;2021-12-05;J;J5;Avant 6h;5;Après COVID
GUILLERVAL;87545129;JOB;2017;2017-04-25;C;C;De 10h à 16h;1;Avant COVID
L'ISLE ADAM PARMAIN;87276527;JOB;2021;2021-10-06;H;H;De 16h à 20h;400;Après COVID
HÔPITAL DE MONTFERMEIL;87704338;SAM;2021;2021-09-18;T4;T4;De 6h à 10h;82;Après COVID
EPLUCHES;87276147;SAM;2021;2021-10-09;H;H;De 6h à 10h;7;Après COVID
EPONE MEZIERES;87386763;SAM;2018;2018-10-20;N;N;Après 20h;15;Avant COVID
GUILLERVAL;87545129;SAM;2017;2017-04-22;C;C;De 16h à 20h;0;Avant COVID
L'ISLE ADAM PARMAIN;87276527;SAM;2021;2021-10-09;H;H;De 6h à 10h;127;Après COVID
IGNY;87393561;DIM;2017;2017-04-23;C;C;De 6h à 10h;24;Avant COVID
EPONE MEZIERES;87386763;DIM;2018;2018-10-14;N;N;De 10h à 16h;71;Avant COVID
EPONE MEZIERES;87386763;SAM;2021;2021-12-04;J;J5;Après 20h;25;Après COVID
HAUSSMANN SAINT-LAZARE;87281899;DIM;2016;2016-10-02;E;E;Avant 6h;123;Avant COVID
LA BARRE ORMESSON;87271171;DIM;2021;2021-10-10;H;H;De 16h à 20h;540;Après COVID
IGNY;87393561;JOB;2017;2017-04-25;C;C;De 10h à 16h;171;Avant COVID
EPONE MEZIERES;87386763;JOB;2018;2018-10-16;N;N;Après 20h;7;Avant COVID
ERAGNY NEUVILLE;87381418;DIM;2021;2021-10-10;J;J6;Après 20h;65;Après COVID
HAUSSMANN SAINT-LAZARE;87281899;DIM;2016;2016-10-02;E;E;De 10h à 16h;9212;Avant COVID
LA BARRE ORMESSON;87271171;JOB;2021;2021-10-06;H;H;Après 20h;150;Après COVID
IGNY;87393561;JOB;2017;2017-04-25;C;C;De 16h à 20h;251;Avant COVID
EPONE MEZIERES;87386763;JOB;2018;2018-10-16;N;N;De 10h à 16h;70;Avant COVID
ERAGNY NEUVILLE;87381418;DIM;2021;2021-10-10;J;J6;De 16h à 20h;162;Après COVID
HAUSSMANN SAINT-LAZARE;87281899;DIM;2016;2016-10-02;E;E;De 16h à 20h;10485;Avant COVID
LA BARRE ORMESSON;87271171;SAM;2021;2021-10-09;H;H;De 6h à 10h;581;Après COVID
INVALIDES;87393033;DIM;2017;2017-04-23;C;C;Avant 6h;25;Avant COVID
EPONE MEZIERES;87386763;JOB;2018;2018-10-16;N;N;De 16h à 20h;93;Avant COVID
ERAGNY NEUVILLE;87381418;JOB;2021;2021-10-06;J;J6;Après 20h;65;Après COVID
HAUSSMANN SAINT-LAZARE;87281899;JOB;2016;2016-10-04;E;E;Avant 6h;261;Avant COVID
LA BORNE BLANCHE;87276287;JOB;2019;2019-03-26;D;D;De 16h à 20h;34;Avant COVID
INVALIDES;87393033;DIM;2017;2017-04-23;C;C;De 6h à 10h;1899;Avant COVID
EPONE MEZIERES;87386763;JOB;2021;2021-12-07;J;J5;Après 20h;48;Après COVID
ERAGNY NEUVILLE;87381418;JOB;2021;2021-10-06;J;J6;De 16h à 20h;209;Après COVID
HAUSSMANN SAINT-LAZARE;87281899;JOB;2016;2016-10-04;E;E;De 6h à 10h;11345;Avant COVID
LA CELLE SAINT-CLOUD;87382432;JOB;2021;2021-10-06;L;L2;De 10h à 16h;830;Après COVID
INVALIDES;87393033;SAM;2017;2017-04-22;C;C;Après 20h;1967;Avant COVID
EPONE MEZIERES;87386763;JOB;2021;2021-12-07;J;J5;Avant 6h;57;Après COVID
ERAGNY NEUVILLE;87381418;JOB;2021;2021-10-06;J;J6;De 6h à 10h;659;Après COVID
HAUSSMANN SAINT-LAZARE;87281899;SAM;2016;2016-10-01;E;E;Après 20h;7880;Avant COVID
LA CELLE SAINT-CLOUD;87382432;SAM;2021;2021-10-09;L;L2;Avant 6h;22;Après COVID
INVALIDES;87393033;SAM;2017;2017-04-22;C;C;De 6h à 10h;1829;Avant COVID
EPONE MEZIERES;87386763;JOB;2021;2021-12-07;J;J5;De 6h à 10h;849;Après COVID
ERMONT EAUBONNE;87276055;DIM;2021;2021-10-10;H;H;De 16h à 20h;1734;Après COVID
HAUSSMANN SAINT-LAZARE;87281899;SAM;2016;2016-10-01;E;E;De 6h à 10h;3888;Avant COVID
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-21;B;B;De 10h à 16h;1643;Avant COVID
ISLES ARMENTIERES CONGIS;87116616;DIM;2019;2019-05-12;P;P;Après 20h;5;Avant COVID
EPONE MEZIERES;87386763;SAM;2021;2021-12-04;J;J5;De 10h à 16h;220;Après COVID
ERMONT EAUBONNE;87276055;DIM;2021;2021-10-10;H;H;De 6h à 10h;658;Après COVID
HERBLAY;87381889;JOB;2021;2021-10-06;J;J6;De 16h à 20h;770;Après COVID
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-21;B;B;De 16h à 20h;1826;Avant COVID
ISLES ARMENTIERES CONGIS;87116616;JOB;2019;2019-05-14;P;P;Avant 6h;6;Avant COVID
EPONE MEZIERES;87386763;SAM;2021;2021-12-04;J;J5;De 16h à 20h;114;Après COVID
ERMONT EAUBONNE;87276055;DIM;2021;2021-10-10;J;J4;Après 20h;514;Après COVID
HERICY;87682435;DIM;2017;2017-03-12;R;R;Après 20h;5;Avant COVID
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-28;B;B;Avant 6h;1104;Avant COVID
ISLES ARMENTIERES CONGIS;87116616;JOB;2019;2019-05-14;P;P;De 16h à 20h;13;Avant COVID
ERAGNY NEUVILLE;87381418;DIM;2021;2021-10-10;J;J6;De 6h à 10h;105;Après COVID
ERMONT EAUBONNE;87276055;JOB;2017;2017-04-25;C;C;Avant 6h;62;Avant COVID
HERICY;87682435;JOB;2017;2017-03-07;R;R;Avant 6h;6;Avant COVID
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-28;B;B;De 16h à 20h;4321;Avant COVID
ISLES ARMENTIERES CONGIS;87116616;SAM;2019;2019-05-11;P;P;De 16h à 20h;22;Avant COVID
ERAGNY NEUVILLE;87381418;SAM;2021;2021-10-09;J;J6;Après 20h;74;Après COVID
ERMONT EAUBONNE;87276055;JOB;2021;2021-10-06;H;H;De 10h à 16h;3085;Après COVID
HERICY;87682435;JOB;2017;2017-03-07;R;R;De 16h à 20h;11;Avant COVID
LA CROIX DE BERNY;87758748;JOB;2019;2019-03-21;B;B;Avant 6h;175;Avant COVID
ISSOU PORCHEVILLE;87381574;DIM;2021;2021-10-10;J;J6;De 10h à 16h;75;Après COVID
ERAGNY NEUVILLE;87381418;SAM;2021;2021-10-09;J;J6;Avant 6h;21;Après COVID
ERMONT EAUBONNE;87276055;JOB;2021;2021-10-06;H;H;De 16h à 20h;5345;Après COVID
HOUDAN;87393462;DIM;2018;2018-10-14;N;N;De 16h à 20h;367;Avant COVID
LA CROIX DE BERNY;87758748;JOB;2019;2019-03-21;B;B;De 10h à 16h;2692;Avant COVID
ISSOU PORCHEVILLE;87381574;SAM;2021;2021-10-09;J;J6;Après 20h;10;Après COVID
ERMONT EAUBONNE;87276055;DIM;2017;2017-04-23;C;C;Après 20h;552;Avant COVID
ERMONT EAUBONNE;87276055;SAM;2017;2017-04-22;C;C;Avant 6h;26;Avant COVID
HOUDAN;87393462;JOB;2018;2018-10-16;N;N;Avant 6h;54;Avant COVID
LA CROIX DE BERNY;87758748;JOB;2019;2019-03-28;B;B;Après 20h;229;Avant COVID
ISSOU PORCHEVILLE;87381574;SAM;2021;2021-10-09;J;J6;De 10h à 16h;101;Après COVID
ERMONT EAUBONNE;87276055;DIM;2021;2021-10-10;H;H;Avant 6h;52;Après COVID
ERMONT EAUBONNE;87276055;SAM;2021;2021-10-09;H;H;De 16h à 20h;2265;Après COVID
HOUDAN;87393462;JOB;2018;2018-10-16;N;N;De 6h à 10h;925;Avant COVID
LA CROIX DE BERNY;87758748;JOB;2019;2019-03-28;B;B;Avant 6h;30;Avant COVID
ISSY;87393074;DIM;2017;2017-04-23;C;C;Après 20h;83;Avant COVID
ERMONT EAUBONNE;87276055;DIM;2021;2021-10-10;J;J4;De 16h à 20h;1929;Après COVID
ERMONT EAUBONNE;87276055;SAM;2021;2021-10-09;J;J4;De 16h à 20h;2052;Après COVID
HOUDAN;87393462;SAM;2018;2018-10-20;N;N;De 16h à 20h;178;Avant COVID
LA CROIX DE BERNY;87758748;JOB;2019;2019-03-28;B;B;De 16h à 20h;809;Avant COVID
ISSY;87393074;DIM;2017;2017-04-23;C;C;De 6h à 10h;146;Avant COVID
ERMONT EAUBONNE;87276055;JOB;2017;2017-04-25;C;C;De 10h à 16h;1978;Avant COVID
ERMONT HALTE;87276584;DIM;2021;2021-10-10;H;H;De 10h à 16h;282;Après COVID
HOUILLES CARRIERES SUR SEINE;87386409;DIM;2014;2014-05-18;A;A;De 10h à 16h;2474;Avant COVID
LA DEFENSE GRANDE ARCHE;87382218;DIM;2016;2016-03-13;U;U;De 10h à 16h;907;Avant COVID
ISSY;87393074;JOB;2017;2017-04-25;C;C;De 16h à 20h;1292;Avant COVID
ERMONT EAUBONNE;87276055;JOB;2021;2021-10-06;H;H;De 6h à 10h;3953;Après COVID
ERMONT HALTE;87276584;DIM;2021;2021-10-10;H;H;De 6h à 10h;75;Après COVID
HOUILLES CARRIERES SUR SEINE;87386409;DIM;2021;2021-10-10;L;L3;De 10h à 16h;525;Après COVID
LA DEFENSE GRANDE ARCHE;87382218;DIM;2016;2016-03-13;U;U;De 16h à 20h;1317;Avant COVID
ISSY VAL DE SEINE;87393306;DIM;2017;2017-04-23;C;C;De 6h à 10h;154;Avant COVID
ERMONT EAUBONNE;87276055;JOB;2021;2021-10-06;J;J4;De 6h à 10h;4996;Après COVID
ERMONT HALTE;87276584;SAM;2021;2021-10-09;H;H;De 10h à 16h;403;Après COVID
HOUILLES CARRIERES SUR SEINE;87386409;DIM;2021;2021-12-05;J;J5;Après 20h;251;Après COVID
LA DEFENSE GRANDE ARCHE;87382218;DIM;2016;2016-03-13;U;U;De 6h à 10h;319;Avant COVID
ISSY VAL DE SEINE;87393306;JOB;2017;2017-04-25;C;C;De 10h à 16h;1629;Avant COVID
ERMONT EAUBONNE;87276055;SAM;2017;2017-04-22;C;C;Après 20h;619;Avant COVID
ESBLY;87116327;DIM;2019;2019-03-16;P;P;Après 20h;86;Avant COVID
HOUILLES CARRIERES SUR SEINE;87386409;DIM;2021;2021-12-05;J;J5;Avant 6h;0;Après COVID
LA DEFENSE GRANDE ARCHE;87382218;JOB;2016;2016-03-15;U;U;De 6h à 10h;3831;Avant COVID
ISSY VAL DE SEINE;87393306;JOB;2017;2017-04-25;C;C;De 16h à 20h;7400;Avant COVID
ERMONT EAUBONNE;87276055;SAM;2021;2021-10-09;H;H;Avant 6h;78;Après COVID
ESBLY;87116327;DIM;2019;2019-03-16;P;P;Avant 6h;36;Avant COVID
HOUILLES CARRIERES SUR SEINE;87386409;JOB;2021;2021-10-06;L;L3;Avant 6h;51;Après COVID
LA DEFENSE GRANDE ARCHE;87382218;JOB;2016;2016-03-22;U;U;De 10h à 16h;953;Avant COVID
ISSY VAL DE SEINE;87393306;SAM;2017;2017-04-22;C;C;De 6h à 10h;264;Avant COVID
ERMONT EAUBONNE;87276055;SAM;2021;2021-10-09;J;J4;Avant 6h;124;Après COVID
ESBLY;87116327;DIM;2019;2019-05-12;P;P;Avant 6h;0;Avant COVID
HOUILLES CARRIERES SUR SEINE;87386409;SAM;2021;2021-12-04;J;J5;De 6h à 10h;257;Après COVID
LA DEFENSE GRANDE ARCHE;87382218;JOB;2016;2016-03-22;U;U;De 16h à 20h;7291;Avant COVID
IVRY SUR SEINE;87545301;DIM;2017;2017-04-23;C;C;Après 20h;376;Avant COVID
ERMONT EAUBONNE;87276055;SAM;2021;2021-10-09;J;J4;De 6h à 10h;1801;Après COVID
ESBLY;87116327;JOB;2019;2019-03-13;P;P;De 10h à 16h;597;Avant COVID
HÔPITAL DE MONTFERMEIL;87704338;DIM;2021;2021-09-12;T4;T4;Après 20h;51;Après COVID
LA DEFENSE GRANDE ARCHE;87382218;JOB;2021;2021-10-06;L;L2;De 16h à 20h;14678;Après COVID
IVRY SUR SEINE;87545301;DIM;2017;2017-04-23;C;C;De 10h à 16h;1396;Avant COVID
ERMONT HALTE;87276584;DIM;2021;2021-10-10;H;H;Après 20h;37;Après COVID
ESBLY;87116327;JOB;2019;2019-05-14;P;P;Avant 6h;3;Avant COVID
HÔPITAL DE MONTFERMEIL;87704338;JOB;2021;2021-09-21;T4;T4;De 6h à 10h;169;Après COVID
LA FERTE ALAIS;87681452;DIM;2019;2019-03-24;D;D;De 16h à 20h;98;Avant COVID
IVRY SUR SEINE;87545301;JOB;2017;2017-04-25;C;C;De 16h à 20h;3874;Avant COVID
ESBLY;87116327;DIM;2019;2019-05-12;P;P;Après 20h;29;Avant COVID
ESBLY;87116327;SAM;2019;2019-03-15;P;P;De 10h à 16h;660;Avant COVID
HÔPITAL DE MONTFERMEIL;87704338;SAM;2021;2021-09-11;T4;T4;Avant 6h;3;Après COVID
LA FERTE ALAIS;87681452;DIM;2019;2019-03-24;D;D;De 6h à 10h;39;Avant COVID
JAVEL;87393066;DIM;2017;2017-04-23;C;C;De 10h à 16h;1063;Avant COVID
ESBLY;87116327;DIM;2019;2019-05-12;P;P;De 10h à 16h;95;Avant COVID
ESSONNES ROBINSON;87681601;SAM;2019;2019-03-23;D;D;De 6h à 10h;76;Avant COVID
IGNY;87393561;DIM;2017;2017-04-23;C;C;Après 20h;17;Avant COVID
LA FERTE ALAIS;87681452;JOB;2019;2019-03-26;D;D;De 6h à 10h;373;Avant COVID
JAVEL;87393066;JOB;2017;2017-04-25;C;C;Après 20h;492;Avant COVID
ESBLY;87116327;DIM;2019;2019-05-12;P;P;De 16h à 20h;95;Avant COVID
ETAMPES;87545137;JOB;2017;2017-04-25;C;C;De 6h à 10h;2786;Avant COVID
IGNY;87393561;DIM;2017;2017-04-23;C;C;De 16h à 20h;82;Avant COVID
LA FERTE ALAIS;87681452;SAM;2019;2019-03-23;D;D;Après 20h;14;Avant COVID
JAVEL;87393066;SAM;2017;2017-04-22;C;C;De 10h à 16h;1204;Avant COVID
ESBLY;87116327;JOB;2019;2019-03-13;P;P;De 6h à 10h;2426;Avant COVID
ETRECHY;87545145;DIM;2017;2017-04-23;C;C;Avant 6h;4;Avant COVID
IGNY;87393561;SAM;2017;2017-04-22;C;C;De 6h à 10h;48;Avant COVID
LA FERTE GAUCHER;87116392;JOB;2019;2019-05-14;P;P;Après 20h;2;Avant COVID
JOUFFROY TOCQUEVILLE;87881111;DIM;2017;2017-04-23;C;C;De 16h à 20h;2;Avant COVID
ESBLY;87116327;JOB;2019;2019-05-14;P;P;Après 20h;48;Avant COVID
ETRECHY;87545145;SAM;2017;2017-04-22;C;C;De 10h à 16h;227;Avant COVID
INVALIDES;87393033;DIM;2017;2017-04-23;C;C;De 16h à 20h;3203;Avant COVID
LA FERTE GAUCHER;87116392;JOB;2019;2019-05-14;P;P;Avant 6h;2;Avant COVID
JOUFFROY TOCQUEVILLE;87881111;DIM;2017;2017-04-23;C;C;De 6h à 10h;0;Avant COVID
ESBLY;87116327;SAM;2019;2019-05-11;P;P;De 16h à 20h;88;Avant COVID
